Player,Synthetic_Index
Devean George,-0.21544273557154814
Josh Powell,-0.21562569507040819
Josh Hart,-0.21626044662641156
Earl Clark,-0.21627059114068944
Kevin McKenna,-0.21714257501714146
Sterling Brown,-0.21772970062326708
Christian Koloko,-0.21824038820420374
Alex Len,-0.21879232313574898
Travis Knight,-0.22056882514550308
Tom Hawkins,-0.22076252044711436
Jim Barnes,-0.22256087195379895
Jim Krebs,-0.22309256333594232
Travis Wear,-0.22333543527094052
Gabe Vincent,-0.2253686955543868
Max Christie,-0.22871812201878394
Reggie Bullock,-0.22943658413334048
Dwight Jones,-0.23005928910976428
Mike Smrek,-0.232082028481114
Jim Jackson,-0.23424490296521527
Jerome Kersey,-0.2350018084794091
John Roche,-0.2368554583977623
Robert Sacre,-0.23691202736684483
Walter Dukes,-0.23752409700662874
Roy Hibbert,-0.23894178014231687
Rick Roberson,-0.24126479440608523
Bill Hewitt,-0.24326099187760994
Juan Toscano-Anderson,-0.2435704623817658
Steve Hamilton,-0.2456248461276358
David Nwaba,-0.24635412778766044
Kwame Brown,-0.2465461054580422
Randolph Keys,-0.2485177645023115
Derek Strong,-0.2494045168279764
Troy Brown Jr.,-0.2497740412496762
Leroy Ellis,-0.2503331933895794
Luol Deng,-0.2504687524837027
Boo Ellis,-0.2505837712514887
Devin Ebanks,-0.2506058627648026
Trey Jemison,-0.25080794580386684
Mark Landsberger,-0.2508599254852764
Horace Grant,-0.2538021699832985
Jumaine Jones,-0.256008887335518
Avery Bradley,-0.25624819087457074
Ron Horn,-0.2585767775627628
Shawne Williams,-0.26193278122376207
Darren Collison,-0.26236384537205143
Dorian Finney-Smith,-0.2655505532801858
Lew Hitch,-0.2674848560074909
Jim Holstein,-0.2677038715994692
J.R. Smith,-0.2691666249342795
Harry Giles,-0.2692941738175661
Mark Madsen,-0.27315240191103285
J.R. Reid,-0.27319322992857153
Hub Reed,-0.27325490833278654
Jay Huff,-0.27887896701272447
Jared Dudley,-0.2794350450848295
Corky Calhoun,-0.2817029830559624
Ray Felix,-0.28236817648492785
Corie Blount,-0.2833021740999999
Cornell Warner,-0.2866006204216051
Wesley Matthews,-0.2868236677471597
Howie Schultz,-0.2881977305252672
Jim Brewer,-0.2896135583174975
Aaron McKie,-0.2910400508813608
Howie Jolliff,-0.2914660739451344
Cam Reddish,-0.2998635944957581
Devin Green,-0.3061785730730375
Gary Alcorn,-0.3110194517465692
Armel Traoré,-0.3192717782136524
Brian Grant,-0.32097253379876706
Tyson Chandler,-0.32428084366738924
Jason Kapono,-0.3305310123146329
Chaundee Brown Jr.,-0.3383399432349003
Maxwell Lewis,-0.3484201088868454
Anthony Brown,-0.368714792006127
Gene Wiley,-0.3735108591839673
Jack Haley,-0.3740116195310686
Dennis Rodman,-0.41872175130240574
Ed Beach,
Mike Bloom,
Don Carlson,
Jack Dwan,
Ray Ellefson,
Arnie Ferrin,
Donnie Forman,
Earl Gardner,
Normie Glick,
Bud Grant,
Billy Hassett,
Tony Jaros,
Johnny Jorgensen,
Whitey Kachan,
Kevin O'Shea,
Don Smith,
Gene Stump,
Jack Tingle,
Paul Walther,
